"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 14 19:52:48 EET 2023","Thu Dec 14 19:52:51 EET 2023","2719","Default Suite","AutomationProject","Tests.TC01_LoginTest","Tests.TC01_LoginTest","validLoginTC","validLoginTC",""
